Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,ElectricityBill
12,23.0,2.0,19.0,12.0,0,6,Abbottabad,Peshawar Electric Supply Company (PESCO),698,31798.89
5,20.0,0.0,7.0,1.0,0,11,Gwadar,Quetta Electric Supply Company (QESCO),447,18166.67
18,23.0,0.0,17.0,1.0,0,4,Abbottabad,Peshawar Electric Supply Company (PESCO),557,23825.66
19,22.0,2.0,22.0,1.0,0,4,Sialkot,Gujranwala Electric Power Company (GEPCO),712,32680.87
20,22.0,2.0,6.0,1.0,0,9,Rawalpindi,Islamabad Electric Supply Company (IESCO),540,22937.5
12,23.0,0.0,9.0,1.0,0,8,Karachi,K-Electric (KE),564,24191.37
7,20.0,1.0,20.0,1.0,0,8,Islamabad,Islamabad Electric Supply Company (IESCO),555,23721.17
5,17.0,0.0,12.0,1.0,0,3,Faisalabad,Faisalabad Electric Supply Company (FESCO),259,9266.74
20,22.0,1.0,15.0,1.0,0,10,Bahawalpur,Multan Electric Power Company (MEPCO),664,29839.97
14,22.0,0.0,19.0,1.0,0,7,Hyderabad,Hyderabad Electric Supply Company (HESCO),644,28687.67
6,20.0,3.0,22.0,1.0,0,11,Faisalabad,Faisalabad Electric Supply Company (FESCO),516,21683.63
22,22.0,3.0,21.0,1.0,0,8,Karachi,K-Electric (KE),668,30070.43
22,23.0,3.0,6.0,1.0,0,5,Multan,Multan Electric Power Company (MEPCO),529,22362.81
23,23.0,1.0,10.0,1.0,0,8,Faisalabad,Faisalabad Electric Supply Company (FESCO),536,22728.52
5,21.0,2.0,11.0,1.0,0,2,Karachi,K-Electric (KE),258,9224.59
9,23.0,3.0,20.0,1.0,0,7,Faisalabad,Faisalabad Electric Supply Company (FESCO),744,34725.52
7,22.0,2.0,5.0,1.0,0,12,Peshawar,Peshawar Electric Supply Company (PESCO),306,11282.48
8,23.0,2.0,3.0,1.0,0,6,Faisalabad,Faisalabad Electric Supply Company (FESCO),304,11186.6
13,22.0,1.0,6.0,1.0,0,6,Multan,Multan Electric Power Company (MEPCO),492,20443.02
22,22.0,1.0,18.0,1.0,0,12,Bahawalpur,Multan Electric Power Company (MEPCO),665,29897.59
11,23.0,3.0,9.0,12.0,0,3,Multan,Multan Electric Power Company (MEPCO),608,26613.52
14,23.0,2.0,8.0,1.0,0,7,Peshawar,Peshawar Electric Supply Company (PESCO),497,20695.95
10,17.0,1.0,6.0,1.0,0,10,Sargodha,Faisalabad Electric Supply Company (FESCO),222,7707.24
5,17.0,3.0,3.0,1.0,0,2,Lahore,Lahore Electric Supply Company (LESCO),435,17559.64
22,22.0,0.0,4.0,12.0,0,7,Peshawar,Peshawar Electric Supply Company (PESCO),567,24348.1
14,22.0,0.0,5.0,1.0,0,1,Peshawar,Peshawar Electric Supply Company (PESCO),502,20952.2
21,23.0,1.0,15.0,1.0,0,4,Hyderabad,Hyderabad Electric Supply Company (HESCO),553,23616.68
20,23.0,1.0,3.0,12.0,0,3,Peshawar,Peshawar Electric Supply Company (PESCO),559,23930.15
12,23.0,3.0,4.0,12.0,0,4,Gwadar,Quetta Electric Supply Company (QESCO),686,31107.51
6,22.0,3.0,20.0,1.0,0,5,Islamabad,Islamabad Electric Supply Company (IESCO),465,19077.21
14,22.0,3.0,8.0,1.0,0,4,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),631,27938.67
5,20.0,3.0,8.0,1.0,0,1,Gwadar,Quetta Electric Supply Company (QESCO),298,10910.53
13,22.0,2.0,10.0,1.0,0,11,Lahore,Lahore Electric Supply Company (LESCO),617,27132.05
12,22.0,0.0,21.0,1.0,0,4,Islamabad,Islamabad Electric Supply Company (IESCO),384,15022.05
20,22.0,0.0,10.0,1.0,0,11,Lahore,Lahore Electric Supply Company (LESCO),336,12720.78
17,22.0,3.0,21.0,1.0,0,4,Bahawalpur,Multan Electric Power Company (MEPCO),705,32233.6
12,22.0,3.0,4.0,1.0,0,6,Lahore,Lahore Electric Supply Company (LESCO),581,25085.5
19,22.0,2.0,12.0,1.0,0,6,Karachi,K-Electric (KE),591,25647.13
18,23.0,0.0,4.0,1.0,0,6,Quetta,Quetta Electric Supply Company (QESCO),478,19734.82
9,20.0,3.0,20.0,1.0,0,11,Quetta,Quetta Electric Supply Company (QESCO),442,17913.74
9,18.0,0.0,7.0,1.0,0,7,Sargodha,Faisalabad Electric Supply Company (FESCO),297,10868.38
23,22.0,0.0,16.0,1.0,0,9,Sargodha,Faisalabad Electric Supply Company (FESCO),574,24713.82
11,23.0,1.0,15.0,1.0,0,1,Faisalabad,Faisalabad Electric Supply Company (FESCO),656,29379.05
10,22.0,0.0,16.0,7.0,0,11,Sukkur,Sukkur Electric Power Company (SEPCO),516,21683.63
16,23.0,0.0,6.0,1.0,0,3,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),326,12241.35
7,21.0,0.0,8.0,1.0,0,5,Hyderabad,Hyderabad Electric Supply Company (HESCO),303,11138.65
8,17.0,0.0,9.0,1.0,0,7,Lahore,Lahore Electric Supply Company (LESCO),448,18217.25
13,23.0,1.0,11.0,1.0,0,5,Faisalabad,Faisalabad Electric Supply Company (FESCO),405,16042.07
10,23.0,1.0,8.0,1.0,0,9,Rawalpindi,Islamabad Electric Supply Company (IESCO),495,20594.78
18,23.0,1.0,16.0,1.0,0,9,Abbottabad,Peshawar Electric Supply Company (PESCO),451,18369.01
22,22.0,1.0,9.0,1.0,0,4,Lahore,Lahore Electric Supply Company (LESCO),459,18773.7
12,23.0,0.0,14.0,1.0,0,7,Faisalabad,Faisalabad Electric Supply Company (FESCO),562,24086.88
7,23.0,0.0,9.0,7.0,0,8,Bahawalpur,Multan Electric Power Company (MEPCO),500,20847.71
10,18.0,1.0,11.0,1.0,0,8,Rawalpindi,Islamabad Electric Supply Company (IESCO),285,10362.6
7,18.0,1.0,12.0,7.0,0,4,Sargodha,Faisalabad Electric Supply Company (FESCO),536,22728.52
10,19.0,3.0,11.0,1.0,0,7,Quetta,Quetta Electric Supply Company (QESCO),608,26613.52
5,17.0,2.0,7.0,1.0,0,6,Faisalabad,Faisalabad Electric Supply Company (FESCO),432,17407.88
17,22.0,2.0,12.0,1.0,0,8,Multan,Multan Electric Power Company (MEPCO),528,22310.56
5,17.0,3.0,5.0,1.0,0,2,Hyderabad,Hyderabad Electric Supply Company (HESCO),448,18217.25
11,23.0,1.0,19.0,1.0,0,12,Quetta,Quetta Electric Supply Company (QESCO),547,23303.21
5,19.0,0.0,3.0,1.0,0,5,Karachi,K-Electric (KE),279,10109.71
14,22.0,0.0,10.0,1.0,0,9,Rawalpindi,Islamabad Electric Supply Company (IESCO),327,12289.29
7,22.0,0.0,16.0,1.0,0,7,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),571,24557.08
5,21.0,3.0,10.0,1.0,0,9,Multan,Multan Electric Power Company (MEPCO),497,20695.95
19,23.0,3.0,19.0,1.0,0,3,Abbottabad,Peshawar Electric Supply Company (PESCO),572,24609.33
12,22.0,1.0,11.0,1.0,0,8,Rawalpindi,Islamabad Electric Supply Company (IESCO),544,23146.48
18,22.0,2.0,12.0,1.0,0,11,Rawalpindi,Islamabad Electric Supply Company (IESCO),564,24191.37
15,23.0,2.0,13.0,1.0,0,4,Karachi,K-Electric (KE),490,20341.85
8,21.0,1.0,4.0,1.0,0,5,Sargodha,Faisalabad Electric Supply Company (FESCO),359,13823.47
19,22.0,2.0,20.0,1.0,0,6,Gwadar,Quetta Electric Supply Company (QESCO),503,21004.44
22,23.0,1.0,19.0,1.0,0,2,Karachi,K-Electric (KE),688,31222.74
22,23.0,2.0,18.0,1.0,0,7,Sialkot,Gujranwala Electric Power Company (GEPCO),737,34278.25
20,23.0,0.0,15.0,1.0,0,5,Hyderabad,Hyderabad Electric Supply Company (HESCO),467,19178.38
10,21.0,0.0,4.0,7.0,0,4,Abbottabad,Peshawar Electric Supply Company (PESCO),301,11042.77
13,22.0,3.0,21.0,1.0,0,6,Multan,Multan Electric Power Company (MEPCO),502,20952.2
9,17.0,3.0,5.0,7.0,0,5,Bahawalpur,Multan Electric Power Company (MEPCO),384,15022.05
11,22.0,3.0,5.0,1.0,0,1,Islamabad,Islamabad Electric Supply Company (IESCO),403,15940.9
7,17.0,3.0,13.0,7.0,0,10,Bahawalpur,Multan Electric Power Company (MEPCO),449,18267.84
10,19.0,2.0,20.0,1.0,0,3,Multan,Multan Electric Power Company (MEPCO),524,22101.58
5,19.0,2.0,22.0,7.0,0,12,Sialkot,Gujranwala Electric Power Company (GEPCO),452,18419.6
21,23.0,1.0,21.0,1.0,0,7,Quetta,Quetta Electric Supply Company (QESCO),649,28975.74
5,20.0,3.0,11.0,1.0,0,3,Hyderabad,Hyderabad Electric Supply Company (HESCO),375,14590.56
8,23.0,1.0,12.0,1.0,0,5,Peshawar,Peshawar Electric Supply Company (PESCO),425,17053.78
20,23.0,3.0,10.0,1.0,0,11,Islamabad,Islamabad Electric Supply Company (IESCO),665,29897.59
14,23.0,3.0,20.0,12.0,0,4,Lahore,Lahore Electric Supply Company (LESCO),699,31856.51
9,19.0,3.0,14.0,1.0,0,1,Islamabad,Islamabad Electric Supply Company (IESCO),609,26671.13
7,23.0,2.0,17.0,1.0,0,9,Sukkur,Sukkur Electric Power Company (SEPCO),469,19279.55
8,21.0,3.0,15.0,1.0,0,6,Multan,Multan Electric Power Company (MEPCO),642,28572.43
15,23.0,1.0,9.0,12.0,0,7,Islamabad,Islamabad Electric Supply Company (IESCO),663,29782.36
14,22.0,2.0,8.0,1.0,0,6,Gwadar,Quetta Electric Supply Company (QESCO),349,13344.04
10,22.0,3.0,20.0,1.0,0,4,Hyderabad,Hyderabad Electric Supply Company (HESCO),514,21579.14
11,23.0,2.0,22.0,1.0,0,10,Abbottabad,Peshawar Electric Supply Company (PESCO),703,32105.81
20,22.0,1.0,22.0,1.0,0,2,Faisalabad,Faisalabad Electric Supply Company (FESCO),568,24400.35
15,22.0,1.0,22.0,12.0,0,6,Bahawalpur,Multan Electric Power Company (MEPCO),748,34981.1
17,23.0,0.0,16.0,12.0,0,7,Faisalabad,Faisalabad Electric Supply Company (FESCO),654,29263.82
15,23.0,0.0,17.0,1.0,0,4,Quetta,Quetta Electric Supply Company (QESCO),633,28053.9
14,22.0,2.0,22.0,1.0,0,7,Peshawar,Peshawar Electric Supply Company (PESCO),683,30934.66
16,22.0,2.0,21.0,12.0,0,9,Faisalabad,Faisalabad Electric Supply Company (FESCO),633,28053.9
21,23.0,2.0,12.0,1.0,0,1,Karachi,K-Electric (KE),593,25759.45
14,23.0,1.0,11.0,1.0,0,8,Islamabad,Islamabad Electric Supply Company (IESCO),462,18925.45
20,22.0,1.0,11.0,1.0,0,4,Karachi,K-Electric (KE),463,18976.04
7,18.0,2.0,14.0,1.0,0,5,Abbottabad,Peshawar Electric Supply Company (PESCO),491,20392.44
15,23.0,1.0,19.0,12.0,0,9,Peshawar,Peshawar Electric Supply Company (PESCO),716,32936.45
23,22.0,2.0,19.0,1.0,0,5,Lahore,Lahore Electric Supply Company (LESCO),755,35428.37
16,23.0,3.0,19.0,1.0,0,8,Sukkur,Sukkur Electric Power Company (SEPCO),663,29782.36
8,20.0,3.0,4.0,1.0,0,1,Rawalpindi,Islamabad Electric Supply Company (IESCO),503,21004.44
7,23.0,2.0,4.0,1.0,0,10,Rawalpindi,Islamabad Electric Supply Company (IESCO),422,16902.03
11,23.0,1.0,9.0,1.0,0,1,Lahore,Lahore Electric Supply Company (LESCO),342,13008.44
14,22.0,0.0,16.0,1.0,0,9,Karachi,K-Electric (KE),617,27132.05
13,23.0,3.0,16.0,1.0,0,6,Bahawalpur,Multan Electric Power Company (MEPCO),477,19684.24
22,23.0,1.0,8.0,1.0,0,3,Karachi,K-Electric (KE),572,24609.33
13,23.0,0.0,16.0,1.0,0,2,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),432,17407.88
18,23.0,1.0,11.0,1.0,0,12,Hyderabad,Hyderabad Electric Supply Company (HESCO),543,23094.23
23,22.0,3.0,11.0,1.0,0,10,Gwadar,Quetta Electric Supply Company (QESCO),741,34533.83
19,22.0,0.0,10.0,1.0,0,5,Abbottabad,Peshawar Electric Supply Company (PESCO),511,21422.4
23,23.0,2.0,11.0,1.0,0,10,Bahawalpur,Multan Electric Power Company (MEPCO),559,23930.15
23,22.0,1.0,7.0,1.0,0,2,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),546,23250.97
21,23.0,0.0,20.0,1.0,0,6,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),634,28111.51
21,22.0,2.0,5.0,1.0,0,9,Gwadar,Quetta Electric Supply Company (QESCO),431,17357.3
15,22.0,1.0,6.0,1.0,0,3,Bahawalpur,Multan Electric Power Company (MEPCO),402,15890.31
9,21.0,3.0,20.0,1.0,0,2,Multan,Multan Electric Power Company (MEPCO),495,20594.78
12,22.0,3.0,21.0,1.0,0,7,Karachi,K-Electric (KE),538,22833.01
23,23.0,1.0,11.0,1.0,0,12,Sukkur,Sukkur Electric Power Company (SEPCO),677,30588.97
8,21.0,3.0,21.0,1.0,0,8,Sialkot,Gujranwala Electric Power Company (GEPCO),602,26267.82
8,18.0,3.0,14.0,1.0,0,9,Rawalpindi,Islamabad Electric Supply Company (IESCO),354,13583.76
6,23.0,1.0,20.0,7.0,0,4,Sialkot,Gujranwala Electric Power Company (GEPCO),573,24661.57
5,21.0,0.0,19.0,1.0,0,8,Karachi,K-Electric (KE),358,13775.53
8,21.0,0.0,11.0,1.0,0,5,Lahore,Lahore Electric Supply Company (LESCO),483,19987.75
10,17.0,1.0,3.0,1.0,0,1,Karachi,K-Electric (KE),340,12912.55
23,23.0,0.0,18.0,1.0,0,11,Sialkot,Gujranwala Electric Power Company (GEPCO),563,24139.13
13,23.0,0.0,5.0,12.0,0,6,Islamabad,Islamabad Electric Supply Company (IESCO),472,19431.31
13,22.0,0.0,10.0,12.0,0,12,Hyderabad,Hyderabad Electric Supply Company (HESCO),651,29090.97
16,22.0,1.0,6.0,1.0,0,8,Sukkur,Sukkur Electric Power Company (SEPCO),585,25310.15
10,23.0,1.0,19.0,1.0,0,7,Quetta,Quetta Electric Supply Company (QESCO),590,25590.96
9,19.0,1.0,17.0,7.0,0,6,Islamabad,Islamabad Electric Supply Company (IESCO),512,21474.65
11,23.0,2.0,11.0,1.0,0,10,Hyderabad,Hyderabad Electric Supply Company (HESCO),532,22519.54
18,22.0,2.0,7.0,1.0,0,8,Peshawar,Peshawar Electric Supply Company (PESCO),638,28341.97
20,23.0,3.0,6.0,1.0,0,4,Abbottabad,Peshawar Electric Supply Company (PESCO),439,17761.98
15,23.0,0.0,5.0,1.0,0,7,Lahore,Lahore Electric Supply Company (LESCO),368,14254.96
23,23.0,2.0,9.0,1.0,0,7,Abbottabad,Peshawar Electric Supply Company (PESCO),590,25590.96
10,21.0,1.0,17.0,1.0,0,3,Quetta,Quetta Electric Supply Company (QESCO),638,28341.97
5,19.0,0.0,16.0,7.0,0,4,Multan,Multan Electric Power Company (MEPCO),532,22519.54
6,21.0,3.0,16.0,1.0,0,2,Sukkur,Sukkur Electric Power Company (SEPCO),403,15940.9
15,22.0,1.0,5.0,1.0,0,7,Sukkur,Sukkur Electric Power Company (SEPCO),500,20847.71
23,22.0,3.0,3.0,1.0,0,5,Islamabad,Islamabad Electric Supply Company (IESCO),555,23721.17
15,23.0,2.0,15.0,1.0,0,5,Bahawalpur,Multan Electric Power Company (MEPCO),637,28284.36
19,23.0,1.0,4.0,12.0,0,4,Multan,Multan Electric Power Company (MEPCO),487,20190.1
9,22.0,0.0,6.0,1.0,0,5,Multan,Multan Electric Power Company (MEPCO),440,17812.57
19,22.0,3.0,18.0,12.0,0,8,Rawalpindi,Islamabad Electric Supply Company (IESCO),873,42968.04
19,22.0,1.0,14.0,1.0,0,11,Sargodha,Faisalabad Electric Supply Company (FESCO),539,22885.25
22,22.0,1.0,22.0,1.0,0,2,Quetta,Quetta Electric Supply Company (QESCO),431,17357.3
21,22.0,0.0,19.0,1.0,0,1,Gwadar,Quetta Electric Supply Company (QESCO),516,21683.63
18,22.0,2.0,21.0,1.0,0,9,Peshawar,Peshawar Electric Supply Company (PESCO),523,22049.34
22,23.0,2.0,20.0,1.0,0,2,Peshawar,Peshawar Electric Supply Company (PESCO),489,20291.27
10,21.0,3.0,4.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),462,18925.45
6,23.0,0.0,13.0,1.0,0,5,Rawalpindi,Islamabad Electric Supply Company (IESCO),400,15789.14
23,23.0,3.0,4.0,12.0,0,12,Lahore,Lahore Electric Supply Company (LESCO),585,25310.15
19,22.0,3.0,9.0,1.0,0,12,Hyderabad,Hyderabad Electric Supply Company (HESCO),432,17407.88
8,22.0,3.0,22.0,7.0,0,10,Bahawalpur,Multan Electric Power Company (MEPCO),751,35172.79
9,17.0,2.0,4.0,1.0,0,7,Sialkot,Gujranwala Electric Power Company (GEPCO),292,10657.64
16,22.0,2.0,22.0,12.0,0,7,Rawalpindi,Islamabad Electric Supply Company (IESCO),830,40220.53
10,20.0,0.0,8.0,1.0,0,3,Lahore,Lahore Electric Supply Company (LESCO),367,14207.02
16,23.0,0.0,7.0,1.0,0,2,Rawalpindi,Islamabad Electric Supply Company (IESCO),312,11570.14
17,23.0,2.0,9.0,12.0,0,5,Sialkot,Gujranwala Electric Power Company (GEPCO),569,24452.59
11,23.0,0.0,11.0,12.0,0,10,Karachi,K-Electric (KE),504,21056.69
14,23.0,1.0,18.0,1.0,0,11,Karachi,K-Electric (KE),638,28341.97
8,20.0,2.0,7.0,1.0,0,4,Faisalabad,Faisalabad Electric Supply Company (FESCO),458,18723.11
18,22.0,2.0,7.0,1.0,0,3,Hyderabad,Hyderabad Electric Supply Company (HESCO),374,14542.62
13,22.0,0.0,17.0,12.0,0,1,Sukkur,Sukkur Electric Power Company (SEPCO),719,33128.13
21,23.0,2.0,22.0,1.0,0,1,Sialkot,Gujranwala Electric Power Company (GEPCO),538,22833.01
17,22.0,3.0,14.0,1.0,0,4,Karachi,K-Electric (KE),583,25197.82
20,23.0,3.0,5.0,1.0,0,7,Faisalabad,Faisalabad Electric Supply Company (FESCO),654,29263.82
10,21.0,2.0,12.0,1.0,0,11,Lahore,Lahore Electric Supply Company (LESCO),342,13008.44
23,23.0,3.0,22.0,1.0,0,4,Peshawar,Peshawar Electric Supply Company (PESCO),616,27074.44
10,18.0,1.0,7.0,1.0,0,9,Hyderabad,Hyderabad Electric Supply Company (HESCO),286,10404.75
11,22.0,2.0,12.0,12.0,0,1,Hyderabad,Hyderabad Electric Supply Company (HESCO),682,30877.05
9,22.0,2.0,15.0,1.0,0,8,Sukkur,Sukkur Electric Power Company (SEPCO),499,20797.12
13,23.0,3.0,5.0,1.0,0,8,Karachi,K-Electric (KE),567,24348.1
5,22.0,2.0,11.0,1.0,0,9,Rawalpindi,Islamabad Electric Supply Company (IESCO),354,13583.76
16,23.0,3.0,8.0,1.0,0,2,Sargodha,Faisalabad Electric Supply Company (FESCO),379,14782.33
17,22.0,3.0,8.0,1.0,0,11,Hyderabad,Hyderabad Electric Supply Company (HESCO),649,28975.74
22,22.0,1.0,12.0,1.0,0,6,Abbottabad,Peshawar Electric Supply Company (PESCO),543,23094.23
17,22.0,3.0,5.0,1.0,0,8,Sargodha,Faisalabad Electric Supply Company (FESCO),644,28687.67
13,23.0,0.0,7.0,1.0,0,11,Hyderabad,Hyderabad Electric Supply Company (HESCO),301,11042.77
9,18.0,3.0,14.0,7.0,0,10,Hyderabad,Hyderabad Electric Supply Company (HESCO),578,24922.8
20,22.0,0.0,5.0,1.0,0,12,Multan,Multan Electric Power Company (MEPCO),466,19127.8
19,22.0,0.0,21.0,1.0,0,9,Sialkot,Gujranwala Electric Power Company (GEPCO),620,27304.9
8,18.0,2.0,19.0,1.0,0,1,Bahawalpur,Multan Electric Power Company (MEPCO),553,23616.68
16,22.0,1.0,9.0,1.0,0,5,Sialkot,Gujranwala Electric Power Company (GEPCO),486,20139.51
20,23.0,2.0,17.0,1.0,0,10,Rawalpindi,Islamabad Electric Supply Company (IESCO),747,34917.21
6,17.0,3.0,18.0,1.0,0,8,Faisalabad,Faisalabad Electric Supply Company (FESCO),612,26843.98
16,22.0,2.0,19.0,1.0,0,11,Lahore,Lahore Electric Supply Company (LESCO),605,26440.67
19,22.0,3.0,22.0,1.0,0,8,Faisalabad,Faisalabad Electric Supply Company (FESCO),747,34917.21
8,22.0,1.0,8.0,7.0,0,1,Sialkot,Gujranwala Electric Power Company (GEPCO),572,24609.33
14,23.0,1.0,20.0,1.0,0,11,Bahawalpur,Multan Electric Power Company (MEPCO),438,17711.4
13,23.0,1.0,12.0,1.0,0,9,Peshawar,Peshawar Electric Supply Company (PESCO),404,15991.48
6,22.0,3.0,21.0,1.0,0,3,Gwadar,Quetta Electric Supply Company (QESCO),583,25197.82
23,23.0,3.0,18.0,1.0,0,11,Sialkot,Gujranwala Electric Power Company (GEPCO),639,28399.59
14,23.0,3.0,15.0,1.0,0,12,Gwadar,Quetta Electric Supply Company (QESCO),518,21788.11
14,23.0,1.0,11.0,1.0,0,2,Faisalabad,Faisalabad Electric Supply Company (FESCO),311,11522.2
23,23.0,3.0,3.0,1.0,0,9,Islamabad,Islamabad Electric Supply Company (IESCO),629,27823.44
8,18.0,0.0,19.0,7.0,0,11,Bahawalpur,Multan Electric Power Company (MEPCO),385,15069.99
18,23.0,2.0,16.0,1.0,0,4,Karachi,K-Electric (KE),510,21370.16
10,22.0,0.0,22.0,1.0,0,12,Faisalabad,Faisalabad Electric Supply Company (FESCO),473,19481.9
19,23.0,1.0,12.0,1.0,0,12,Hyderabad,Hyderabad Electric Supply Company (HESCO),413,16446.75
20,22.0,1.0,3.0,12.0,0,2,Islamabad,Islamabad Electric Supply Company (IESCO),356,13679.64
14,22.0,2.0,4.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),476,19633.65
15,23.0,0.0,3.0,12.0,0,6,Faisalabad,Faisalabad Electric Supply Company (FESCO),478,19734.82
17,23.0,3.0,3.0,1.0,0,8,Sukkur,Sukkur Electric Power Company (SEPCO),473,19481.9
6,22.0,1.0,18.0,7.0,0,9,Gwadar,Quetta Electric Supply Company (QESCO),489,20291.27
8,17.0,3.0,5.0,7.0,0,1,Sukkur,Sukkur Electric Power Company (SEPCO),392,15405.59
21,23.0,2.0,9.0,12.0,0,9,Hyderabad,Hyderabad Electric Supply Company (HESCO),662,29724.74
6,18.0,0.0,17.0,1.0,0,2,Multan,Multan Electric Power Company (MEPCO),320,11953.69
20,22.0,0.0,6.0,12.0,0,11,Peshawar,Peshawar Electric Supply Company (PESCO),570,24504.84
17,22.0,1.0,22.0,1.0,0,10,Islamabad,Islamabad Electric Supply Company (IESCO),559,23930.15
9,21.0,0.0,9.0,7.0,0,8,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),406,16092.65
16,23.0,3.0,14.0,1.0,0,4,Bahawalpur,Multan Electric Power Company (MEPCO),594,25815.62
14,22.0,1.0,19.0,1.0,0,5,Faisalabad,Faisalabad Electric Supply Company (FESCO),572,24609.33
19,23.0,0.0,12.0,1.0,0,2,Hyderabad,Hyderabad Electric Supply Company (HESCO),430,17306.71
16,22.0,3.0,22.0,1.0,0,12,Gwadar,Quetta Electric Supply Company (QESCO),706,32297.49
14,23.0,1.0,15.0,1.0,0,11,Faisalabad,Faisalabad Electric Supply Company (FESCO),513,21526.89
13,23.0,0.0,14.0,12.0,0,11,Multan,Multan Electric Power Company (MEPCO),438,17711.4
12,23.0,0.0,21.0,1.0,0,4,Abbottabad,Peshawar Electric Supply Company (PESCO),500,20847.71
6,17.0,1.0,8.0,1.0,0,11,Multan,Multan Electric Power Company (MEPCO),323,12097.52
7,21.0,2.0,16.0,1.0,0,6,Quetta,Quetta Electric Supply Company (QESCO),374,14542.62
7,20.0,1.0,10.0,7.0,0,12,Peshawar,Peshawar Electric Supply Company (PESCO),469,19279.55
6,18.0,1.0,7.0,1.0,0,5,Gwadar,Quetta Electric Supply Company (QESCO),325,12193.4
21,23.0,2.0,16.0,12.0,0,5,Abbottabad,Peshawar Electric Supply Company (PESCO),756,35492.27
9,23.0,2.0,16.0,1.0,0,10,Faisalabad,Faisalabad Electric Supply Company (FESCO),641,28514.82
23,23.0,3.0,4.0,1.0,0,7,Rawalpindi,Islamabad Electric Supply Company (IESCO),520,21892.6
9,20.0,3.0,5.0,7.0,0,1,Islamabad,Islamabad Electric Supply Company (IESCO),576,24818.31
14,22.0,1.0,13.0,12.0,0,4,Bahawalpur,Multan Electric Power Company (MEPCO),534,22624.03
10,22.0,3.0,11.0,1.0,0,7,Quetta,Quetta Electric Supply Company (QESCO),546,23250.97
20,22.0,3.0,9.0,1.0,0,7,Bahawalpur,Multan Electric Power Company (MEPCO),605,26440.67
16,22.0,0.0,22.0,1.0,0,7,Faisalabad,Faisalabad Electric Supply Company (FESCO),661,29667.12
16,23.0,0.0,3.0,1.0,0,6,Sialkot,Gujranwala Electric Power Company (GEPCO),345,13152.27
12,23.0,3.0,15.0,1.0,0,4,Bahawalpur,Multan Electric Power Company (MEPCO),626,27650.59
20,23.0,1.0,19.0,12.0,0,7,Multan,Multan Electric Power Company (MEPCO),724,33447.61
15,22.0,0.0,14.0,1.0,0,11,Sargodha,Faisalabad Electric Supply Company (FESCO),331,12481.06
14,23.0,2.0,11.0,12.0,0,1,Islamabad,Islamabad Electric Supply Company (IESCO),545,23198.72
8,17.0,2.0,16.0,1.0,0,10,Karachi,K-Electric (KE),391,15357.65
6,19.0,0.0,20.0,1.0,0,4,Karachi,K-Electric (KE),463,18976.04
17,23.0,3.0,11.0,1.0,0,9,Gwadar,Quetta Electric Supply Company (QESCO),655,29321.43
6,23.0,3.0,17.0,1.0,0,4,Quetta,Quetta Electric Supply Company (QESCO),616,27074.44
16,23.0,1.0,6.0,1.0,0,12,Faisalabad,Faisalabad Electric Supply Company (FESCO),482,19937.17
18,23.0,2.0,18.0,1.0,0,12,Abbottabad,Peshawar Electric Supply Company (PESCO),603,26325.44
23,23.0,2.0,7.0,1.0,0,3,Peshawar,Peshawar Electric Supply Company (PESCO),638,28341.97
13,22.0,2.0,13.0,12.0,0,12,Sialkot,Gujranwala Electric Power Company (GEPCO),725,33511.51
19,23.0,1.0,3.0,1.0,0,2,Peshawar,Peshawar Electric Supply Company (PESCO),418,16699.68
14,22.0,2.0,20.0,1.0,0,8,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),701,31978.02
12,22.0,3.0,4.0,1.0,0,7,Multan,Multan Electric Power Company (MEPCO),403,15940.9
21,23.0,0.0,10.0,1.0,0,2,Hyderabad,Hyderabad Electric Supply Company (HESCO),473,19481.9
16,22.0,0.0,19.0,1.0,0,10,Multan,Multan Electric Power Company (MEPCO),489,20291.27
19,22.0,2.0,3.0,1.0,0,3,Sialkot,Gujranwala Electric Power Company (GEPCO),429,17256.13
18,22.0,0.0,16.0,1.0,0,11,Rawalpindi,Islamabad Electric Supply Company (IESCO),540,22937.5
13,23.0,0.0,11.0,12.0,0,2,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),512,21474.65
11,22.0,3.0,21.0,1.0,0,11,Peshawar,Peshawar Electric Supply Company (PESCO),514,21579.14
19,23.0,0.0,14.0,12.0,0,5,Islamabad,Islamabad Electric Supply Company (IESCO),767,36195.12
16,22.0,1.0,19.0,1.0,0,6,Sukkur,Sukkur Electric Power Company (SEPCO),656,29379.05
6,18.0,3.0,4.0,1.0,0,1,Gwadar,Quetta Electric Supply Company (QESCO),396,15597.37
14,22.0,0.0,16.0,12.0,0,4,Islamabad,Islamabad Electric Supply Company (IESCO),574,24713.82
